,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
1,1,disentangled,0.8425672734005586,0.9086997400922516,1.0,4.373953623105179,0.3024743246675186,mpi3d,True,True,True,True,False
0,0,entangled,0.1356251966343586,0.6995548669735161,0.4997329652481249,0.8605821485258485,0.2094181971987934,smallnorb,True,True,False,False,False
1,1,disentangled,0.898239083211728,0.5638600740973546,1.0,2.363927075020173,0.2716664130039928,smallnorb,True,True,False,False,False
0,0,entangled,0.2355754224966362,0.8442526096458597,0.5185550934963351,1.9212239091297505,0.3505105115056737,dsprites,True,True,False,False,False
1,1,disentangled,0.8988587594008345,0.7287903651879969,1.0,3.4771912427238387,0.4570335676069256,dsprites,True,True,False,False,False
0,0,entangled,0.6438937849476353,0.5979672097874401,0.7114929246338968,0.8946514347758474,0.2621926240462736,cars3d,True,True,False,True,False
1,1,disentangled,0.903870923248312,0.4518763857697038,1.0,1.4516072241344755,0.017840759556554,cars3d,True,True,False,True,False
0,0,entangled,0.1927007028649,0.5022916905731107,0.7015912939657437,0.158994775937098,0.055366775207613,cars3d,True,True,False,True,False
1,1,disentangled,0.9175495344946196,0.4689547913926878,1.0,1.591602993962871,0.0182625102652909,cars3d,True,True,False,True,False
0,0,entangled,0.0861467865410127,0.8957104910972676,0.5554658752884963,1.948869533413415,0.2837431251016864,dsprites,True,True,False,False,False
1,1,disentangled,0.8833832523634618,0.6725859072916262,1.0,3.1920238024013354,0.434841718440741,dsprites,True,True,False,False,False
0,0,entangled,0.1198002182427377,0.7778601090135719,0.5275361540323997,1.922642342488598,0.2410294738509646,dsprites,True,True,False,False,False
1,1,disentangled,0.896869897397993,0.708874418176918,1.0,3.411636108941499,0.4498214382646687,dsprites,True,True,False,False,False
0,0,entangled,0.5430430511292672,0.7327519545640125,0.5166159585812442,1.9362444500771905,0.4607097713780467,smallnorb,True,True,False,True,False
1,1,disentangled,0.8922795878264109,0.5702665781709855,1.0,2.291334369050165,0.2619970890788579,smallnorb,True,True,False,True,False
0,0,entangled,0.2476807795936333,0.698477129526765,0.5411396983909269,1.2827999171094504,0.3081203542837861,smallnorb,True,True,False,True,False
1,1,disentangled,0.9072058570942764,0.6383754541781625,1.0,2.499727926607729,0.2843863741870846,smallnorb,True,True,False,True,False
0,0,entangled,0.188946277593839,0.6325335324245247,0.5049353410738718,0.6837058704315955,0.1427557450061947,smallnorb,True,True,False,False,False
1,1,disentangled,0.9076631953520632,0.6097125240660187,1.0,2.500451706411168,0.2790609904717395,smallnorb,True,True,False,False,False
0,0,entangled,0.1917879189420808,0.8486354818649005,0.5566856830076744,2.577776153458319,0.3349954170491093,dsprites,True,True,False,False,False
1,1,disentangled,0.8873976798649619,0.6897020436521922,1.0,3.2174853242345973,0.4251955241477564,dsprites,True,True,False,False,False
0,0,entangled,0.1770444618003554,0.8622401319231487,0.5372482779729728,2.091130633002216,0.3167430085169032,dsprites,True,True,False,False,False
1,1,disentangled,0.8889397551805494,0.7168378331145495,1.0,3.252447672114325,0.4337558246014971,dsprites,True,True,False,False,False
0,0,entangled,0.284143330114973,0.8073514356941477,0.4816482616723517,1.4166520084391323,0.2044654987611432,dsprites,True,True,False,False,False
1,1,disentangled,0.8835349200883243,0.6709429658139406,1.0,3.16742082790803,0.4247116921918324,dsprites,True,True,False,False,False
0,0,entangled,0.0491768193847831,1.0195656294075748,0.5348284196038479,4.786619776402052,0.4570711933216414,mpi3d,True,True,True,True,False
1,1,disentangled,0.8473379477127818,0.9582631416072424,1.0,4.488333806929511,0.3099322173293053,mpi3d,True,True,True,True,False
0,0,entangled,0.2601473963398009,0.8301996622510776,0.5890030547024249,2.7696497338626327,0.4431055463516528,dsprites,True,True,False,False,False
1,1,disentangled,0.895845951046595,0.7442616653684374,1.0,3.3784488039402083,0.446012257014024,dsprites,True,True,False,False,False
0,0,entangled,0.1081577963469863,1.077760717974964,0.5166815918331249,7.229169584774119,0.6666536731067804,mpi3d,True,True,True,True,False
1,1,disentangled,0.8490554988146499,0.9350179681014154,1.0,4.518759885150868,0.3119211696444207,mpi3d,True,True,True,True,False
0,0,entangled,0.1674941920950673,1.0313935098197184,0.5422813740221638,5.060073051161837,0.5192598196150754,mpi3d,True,True,True,True,False
1,1,disentangled,0.8477136210657191,0.8740882452161344,1.0,4.517903460180539,0.3074339986930532,mpi3d,True,True,True,True,False
0,0,entangled,0.0420864937141912,1.0494042668120116,0.4491651907959446,6.617975881559923,0.6183770400340063,mpi3d,True,True,True,True,False
1,1,disentangled,0.8426455142611705,0.8768184964148495,1.0,4.400620747368887,0.3071663559216276,mpi3d,True,True,True,True,False
0,0,entangled,0.11836034487766,1.0608529625029013,0.4839768883762696,5.470173363787658,0.5486548546712289,mpi3d,True,True,True,True,False
1,1,disentangled,0.8284727781548655,0.848805398984749,1.0,4.133882321995236,0.2912114599115945,mpi3d,True,True,True,True,False
0,0,entangled,0.1011540215915074,0.6907833984287383,0.5181252561190174,0.9398209157745344,0.1507274826187788,smallnorb,True,True,False,False,False
1,1,disentangled,0.9047195683377248,0.6328869027420277,1.0,2.4606952107432494,0.2774036117694387,smallnorb,True,True,False,False,False
0,0,entangled,0.0839463249086722,1.0177782252408454,0.4604143356569036,5.070012851782639,0.443902899791685,mpi3d,True,True,True,True,False
1,1,disentangled,0.8324112562655632,0.8816523404479668,1.0,4.163011363559104,0.2882784013643757,mpi3d,True,True,True,True,False
0,0,entangled,0.1835515858780188,0.9006680421210193,0.60130593293709,3.556076804380524,0.4191674043621159,dsprites,True,True,True,False,False
1,1,disentangled,0.8947933916619764,0.7046092589562544,1.0,3.3699669538796515,0.4421904533355009,dsprites,True,True,True,False,False
0,0,entangled,0.0737040880897559,0.825797566830498,0.5688547285107753,2.356913200972824,0.4636329788062496,dsprites,True,True,False,True,False
1,1,disentangled,0.8966163385250471,0.7269619449931182,1.0,3.414947319798215,0.4457051335963632,dsprites,True,True,False,True,False
0,0,entangled,0.1024811604026188,1.161296196534338,0.4936629340104508,5.282254138849459,0.4803083689595173,mpi3d,True,True,True,True,False
1,1,disentangled,0.8425254313634023,0.9263300107461204,1.0,4.401957255078931,0.3150358746943298,mpi3d,True,True,True,True,False
0,0,entangled,0.1269640632595229,0.6059423310116583,0.7579278230615534,1.7264547269256445,0.4272377499515119,cars3d,True,True,True,True,False
1,1,disentangled,0.9060810529313446,0.4696992068239056,1.0,1.4705884235708495,0.0175809278053285,cars3d,True,True,True,True,False
0,0,entangled,0.0995050881198166,0.6351445658176909,0.7652477258501896,0.5575412639636816,0.1205223894896959,cars3d,True,True,False,True,False
1,1,disentangled,0.9139953884059868,0.5039373960623516,1.0,1.5661702959218164,0.0185631911575937,cars3d,True,True,False,True,False
0,0,entangled,0.3051392909698694,1.0469335857624869,0.5152926787031945,4.249971634249786,0.3412323804967057,mpi3d,True,True,False,True,False
1,1,disentangled,0.8405599469105927,0.8757123947986324,1.0,4.307420760665192,0.2895912588048131,mpi3d,True,True,False,True,False
0,0,entangled,0.2932976678398319,0.5260076958277107,0.4564550552898108,0.1671295821844056,0.0123747822306781,smallnorb,False,True,False,False,False
1,1,disentangled,0.9029396502003456,0.6022580949982816,1.0,2.432240293163135,0.2734200576221883,smallnorb,False,True,False,False,False
0,0,entangled,0.2800593558684308,1.038944570952207,0.5562059033132459,4.727122930953208,0.4862439631525238,mpi3d,True,True,True,True,False
1,1,disentangled,0.8412622069220045,0.8837463462858371,1.0,4.3977977753841575,0.3149237137211326,mpi3d,True,True,True,True,False
0,0,entangled,0.2779991478402916,0.5560350091417583,0.7185861631795876,0.5621755217338724,0.143073757976534,cars3d,True,True,False,True,False
1,1,disentangled,0.9124240576127316,0.4740133406363122,1.0,1.531669776936858,0.0184278663819192,cars3d,True,True,False,True,False
0,0,entangled,0.7797920928527117,0.573990813940726,0.7458276785621707,0.9593009562772968,0.1134646053071374,cars3d,True,True,False,True,False
1,1,disentangled,0.9096148774520658,0.4733649580361159,1.0,1.5067953618854464,0.0176790818342847,cars3d,True,True,False,True,False
0,0,entangled,0.0335038100456412,0.7090197208842619,0.6162269268283848,2.342438791577367,0.4494364174000819,smallnorb,True,True,False,True,False
1,1,disentangled,0.9006019005719339,0.5920201813621075,1.0,2.3930655011623263,0.2737555665068165,smallnorb,True,True,False,True,False
0,0,entangled,0.122638472375024,0.7975806910018768,0.6229663405616469,2.40147333277816,0.3293713849016509,dsprites,True,True,False,False,False
1,1,disentangled,0.8901126254036318,0.7213847959264418,1.0,3.284892725923794,0.4331107493898899,dsprites,True,True,False,False,False
0,0,entangled,0.211982143399483,0.7583909269217534,0.5258295115593257,0.8963296321998797,0.1326180858480922,dsprites,True,True,False,False,False
1,1,disentangled,0.8953884385124111,0.6894843356770954,1.0,3.3710830545826456,0.4424151502769491,dsprites,True,True,False,False,False
0,0,entangled,0.053844189660704,0.8417608336681139,0.6156728378736163,4.9823466301863215,0.7058915474173634,dsprites,True,True,True,True,False
1,1,disentangled,0.8887339351390813,0.6864592936745534,1.0,3.26410562508475,0.4366026234971283,dsprites,True,True,True,True,False
0,0,entangled,0.0781811962759369,1.0329424700485357,0.5473310681927518,6.0622199728404205,0.6684317093417992,mpi3d,True,True,True,True,False
1,1,disentangled,0.8382879093694156,0.8656489767318996,1.0,4.289096615537556,0.2990744145555929,mpi3d,True,True,True,True,False
0,0,entangled,0.2773936660465244,1.0162344173310467,0.5432213547370007,6.2613378956083725,0.5939839185334076,mpi3d,True,True,True,True,False
1,1,disentangled,0.8338798512380742,0.904015078504154,1.0,4.196603470609999,0.2872701518573251,mpi3d,True,True,True,True,False
0,0,entangled,0.6465846228377414,0.5609400079626347,0.6646795909183055,0.4035528830829156,0.1306400008754065,cars3d,True,True,False,True,False
1,1,disentangled,0.9111665285199678,0.4854353158650099,1.0,1.5202849320997798,0.0182621030805306,cars3d,True,True,False,True,False
0,0,entangled,0.074174377863623,0.724683131439489,0.6078188836478364,2.286704111766933,0.4625802000228157,smallnorb,True,True,False,True,False
1,1,disentangled,0.8938834269223651,0.5993851364199971,1.0,2.301734623720767,0.2667147488713537,smallnorb,True,True,False,True,False
0,0,entangled,0.1610679788496934,0.6324270159264909,0.5040486388683472,0.6748813879908537,0.1220130612216032,smallnorb,True,True,False,False,False
1,1,disentangled,0.9016603761829238,0.5569340117112489,1.0,2.4105530969962743,0.2754082728706009,smallnorb,True,True,False,False,False
0,0,entangled,0.1215533034927179,0.7296826186756736,0.5431710080107606,1.969531127681412,0.4329201604734323,smallnorb,True,True,False,True,False
1,1,disentangled,0.8934702684297768,0.5963880655484154,1.0,2.301476535175092,0.2665683131532671,smallnorb,True,True,False,True,False
0,0,entangled,0.1898461368886946,0.8137595638501752,0.5539202882833618,2.7175688335216077,0.393992939086443,dsprites,True,True,False,False,False
1,1,disentangled,0.8889065205357377,0.7624121965164853,1.0,3.251361226986684,0.4304106778587923,dsprites,True,True,False,False,False
0,0,entangled,0.0824501862686269,0.8047264623161489,0.570072420702794,2.310746550685401,0.3612644278870127,dsprites,True,True,False,False,False
1,1,disentangled,0.8961501366725136,0.7806464789945312,1.0,3.420461038960539,0.4489765629172339,dsprites,True,True,False,False,False
0,0,entangled,0.0696637054030867,1.0060634928267893,0.5431620313601098,5.2378300983084,0.5086860265797399,mpi3d,True,True,True,True,False
1,1,disentangled,0.8335869257473797,0.8860852361320186,1.0,4.186049263301594,0.294802972425812,mpi3d,True,True,True,True,False
0,0,entangled,0.0416177065147654,0.813658334113917,0.6146907875026837,3.517911970973479,0.4662520825661002,dsprites,True,True,True,True,False
1,1,disentangled,0.8924993651626195,0.7261405295351362,1.0,3.319395332360201,0.4381285434643485,dsprites,True,True,True,True,False
0,0,entangled,0.0574334293017627,0.8055252193262596,0.610764926114573,3.445273787813884,0.5278066461220117,dsprites,True,True,True,True,False
1,1,disentangled,0.8874894972672297,0.6781592549088924,1.0,3.2454607556180086,0.4360297797295726,dsprites,True,True,True,True,False
0,0,entangled,0.0910953817625023,0.7633472311950354,0.5747207460909382,2.0256696799095018,0.2622190180676622,smallnorb,True,True,False,False,False
1,1,disentangled,0.8938270574518954,0.5715076318496255,1.0,2.3077532514780392,0.2646523169120456,smallnorb,True,True,False,False,False
0,0,entangled,0.1286629455083978,0.6874628125480177,0.5416047311417366,1.675178386412847,0.3480633214119966,smallnorb,True,True,False,True,False
1,1,disentangled,0.901678919478015,0.6596266048755781,1.0,2.4142600485198007,0.2728804320958333,smallnorb,True,True,False,True,False
0,0,entangled,0.1178738222653783,1.0274687358047272,0.491321492254813,4.533645705551423,0.4889794912136409,mpi3d,True,True,True,True,False
1,1,disentangled,0.8335518812042275,0.8436994518248554,1.0,4.188880711415303,0.2914237105082916,mpi3d,True,True,True,True,False
0,0,entangled,0.5178126407159414,0.4329050585831155,0.6843673846272941,0.1313219552346949,0.0250337508107199,cars3d,False,True,False,True,False
1,1,disentangled,0.9124650106383017,0.4947419020970788,1.0,1.5377204803244815,0.0179796335955932,cars3d,False,True,False,True,False
0,0,entangled,0.0776521734712789,1.146851249287784,0.6120180623757315,8.124102283126778,0.769911220104435,mpi3d,True,True,True,True,False
1,1,disentangled,0.8451891130713344,0.8622483345395092,1.0,4.408539045182179,0.3019886052738686,mpi3d,True,True,True,True,False
0,0,entangled,0.1744797552419048,0.6437944404674608,0.7431140187512048,1.1214807844874262,0.1991961867489329,cars3d,True,True,False,True,False
1,1,disentangled,0.9164709423273808,0.5084655145412784,1.0,1.5830213851855517,0.0185319034755448,cars3d,True,True,False,True,False
0,0,entangled,0.2324504680200566,0.8099372233480273,0.5752748697917962,2.4890111123517737,0.3404071293658108,dsprites,True,True,False,False,False
1,1,disentangled,0.8862487801911414,0.6934216531600634,1.0,3.221033853300061,0.4301476902110195,dsprites,True,True,False,False,False
0,0,entangled,0.2231547382718761,0.7200464987648671,0.5285408908121347,1.267448200879703,0.2973569044277214,smallnorb,True,True,False,True,False
1,1,disentangled,0.8985803801667884,0.6156317433961868,1.0,2.3667987692766164,0.2622202300439495,smallnorb,True,True,False,True,False
0,0,entangled,0.0716950143254883,0.6848697038332492,0.521333585473058,1.8545453528566709,0.3695305858919617,smallnorb,True,True,False,True,False
1,1,disentangled,0.8956080656028421,0.5963800718136152,1.0,2.3224735741733555,0.2666011266700784,smallnorb,True,True,False,True,False
0,0,entangled,0.8374492783943773,0.6976011459741646,0.575875672534827,2.052207930658185,0.4409934012129701,smallnorb,True,True,False,True,False
1,1,disentangled,0.8979698754385315,0.5756620204220455,1.0,2.3567225697319523,0.2740578695212887,smallnorb,True,True,False,True,False
0,0,entangled,0.0580930494882923,1.0318227728343972,0.5134328581582983,4.866875804395656,0.5030058991511095,mpi3d,True,True,True,True,False
1,1,disentangled,0.8445497324027142,0.8697197630546755,1.0,4.36931154787588,0.30239348394961,mpi3d,True,True,True,True,False
0,0,entangled,0.1545177493271823,0.6309144403608382,0.7952540717824346,1.3963966867064794,0.1575554567501106,cars3d,True,True,False,True,False
1,1,disentangled,0.9139897077431904,0.4769384601630891,1.0,1.5509238984541778,0.0183903838194293,cars3d,True,True,False,True,False
0,0,entangled,0.0821093235090307,1.0362748686853789,0.5143757845854713,5.94354559804172,0.5819164062315881,mpi3d,True,True,True,True,False
